review_id,rating,title,content,review_date,is_deleted,deleted_date,ticket_id
365,2,Disappointing,The visit was fun and memorable.,2024-08-29,false,,6246
366,2,Disappointing,"Some parts were good, but there is room for improvement.",2024-10-19,true,2025-03-09,11125
367,2,Highly recommended,A nice attraction for families and children.,2024-12-08,true,2025-03-02,13304
368,1,Highly recommended,A nice attraction for families and children.,2024-03-13,true,2025-03-18,7681
369,2,Nice place,The visit was fun and memorable.,2025-02-27,true,2025-03-08,10968
370,1,Amazing,The place was clean and the staff were helpful.,2025-01-24,false,,1934
371,3,Could be better,The attraction was interesting and worth the price.,2024-05-29,true,2025-03-23,18289
372,2,Fun day,A nice attraction for families and children.,2024-08-07,true,2025-03-10,16663
373,2,Not bad,I had a good experience overall.,2024-12-10,true,2025-03-14,18648
374,1,Worth it,I expected more from the experience.,2024-12-24,false,,2192
375,3,Great for families,The place was clean and the staff were helpful.,2024-04-11,false,,4671
376,1,Could be better,It was too crowded and not as expected.,2024-08-12,false,,3192
377,1,Nice place,The place was clean and the staff were helpful.,2024-05-11,true,2025-03-27,9354
378,1,Could be better,I would recommend this place to others.,2024-11-13,true,2025-03-20,5006
379,4,Very good,Everything was well organized and enjoyable.,2024-05-15,true,2025-03-04,2593
380,3,Could be better,Everything was well organized and enjoyable.,2025-02-08,true,2025-04-01,5391
381,5,Amazing,"Some parts were good, but there is room for improvement.",2025-01-30,true,2025-03-10,8237
382,5,Worth it,"Some parts were good, but there is room for improvement.",2024-01-06,true,2025-03-11,6383
383,1,Amazing,I had a good experience overall.,2024-12-07,true,2025-03-07,14240
384,1,Amazing,The attraction was interesting and worth the price.,2024-10-27,true,2025-03-16,6231
385,3,Not bad,I expected more from the experience.,2024-10-16,false,,3734
386,2,Disappointing,The place was clean and the staff were helpful.,2024-02-29,true,2025-04-01,2793
387,4,Could be better,The attraction was interesting and worth the price.,2024-01-21,false,,11632
388,4,Very good,It was too crowded and not as expected.,2025-01-15,false,,13643
389,4,Disappointing,A nice attraction for families and children.,2024-02-10,true,2025-03-03,14887
390,2,Disappointing,The place was clean and the staff were helpful.,2024-05-29,true,2025-03-03,17204
391,4,Very good,A nice attraction for families and children.,2024-01-19,false,,17466
392,4,Amazing,Everything was well organized and enjoyable.,2024-05-19,false,,16820
393,3,Disappointing,The visit was fun and memorable.,2024-02-05,true,2025-03-18,231
394,1,Fun day,The attraction was interesting and worth the price.,2024-03-07,true,2025-04-01,5875
395,1,Highly recommended,"Some parts were good, but there is room for improvement.",2025-02-13,false,,17896
396,2,Not bad,The place was clean and the staff were helpful.,2024-11-10,false,,9300
397,5,Could be better,"Some parts were good, but there is room for improvement.",2024-07-26,false,,7431
398,4,Not bad,Everything was well organized and enjoyable.,2024-05-29,true,2025-03-19,2356
399,3,Amazing,I had a good experience overall.,2024-06-08,false,,11988
400,2,Very good,I had a good experience overall.,2024-10-14,true,2025-03-10,18516
401,2,Very good,It was too crowded and not as expected.,2024-05-19,false,,1247
402,5,Could be better,The attraction was interesting and worth the price.,2024-07-10,true,2025-03-07,5640
403,1,Disappointing,The attraction was interesting and worth the price.,2024-10-21,true,2025-03-02,6052
404,3,Could be better,I had a good experience overall.,2024-06-15,true,2025-03-07,6759
405,1,Very good,It was too crowded and not as expected.,2024-12-07,true,2025-03-26,6137
406,2,Could be better,I had a good experience overall.,2024-09-04,false,,3954
407,5,Fun day,I would recommend this place to others.,2024-08-10,false,,15634
408,5,Great for families,I expected more from the experience.,2025-01-23,true,2025-04-01,8748
409,2,Amazing,The visit was fun and memorable.,2024-03-25,false,,18781
410,5,Worth it,I expected more from the experience.,2025-01-28,false,,9090
411,3,Nice place,The attraction was interesting and worth the price.,2024-06-09,false,,7192
412,1,Disappointing,It was too crowded and not as expected.,2024-06-26,true,2025-03-18,293
413,2,Nice place,I expected more from the experience.,2024-11-22,true,2025-03-18,3858
414,3,Fun day,I had a good experience overall.,2024-10-20,false,,14145
415,4,Worth it,The attraction was interesting and worth the price.,2025-02-13,false,,18629
416,1,Highly recommended,I would recommend this place to others.,2024-07-25,false,,2977
417,5,Fun day,I had a good experience overall.,2024-11-26,true,2025-03-16,16401
418,4,Not bad,The visit was fun and memorable.,2024-05-09,true,2025-03-27,18212
419,5,Not bad,I had a good experience overall.,2024-12-25,false,,2348
420,3,Highly recommended,"Some parts were good, but there is room for improvement.",2024-11-14,true,2025-03-19,10569
421,5,Amazing,The place was clean and the staff were helpful.,2024-07-17,false,,16292
422,2,Disappointing,I expected more from the experience.,2025-02-23,true,2025-03-21,17814
423,3,Highly recommended,The place was clean and the staff were helpful.,2024-02-12,false,,19250
424,4,Worth it,The place was clean and the staff were helpful.,2024-06-19,false,,13416
425,2,Not bad,The place was clean and the staff were helpful.,2025-01-27,true,2025-03-16,8193
426,3,Not bad,The visit was fun and memorable.,2024-05-15,true,2025-03-05,9967
427,1,Nice place,"Some parts were good, but there is room for improvement.",2024-04-06,true,2025-03-17,16846
428,1,Highly recommended,I expected more from the experience.,2024-01-29,true,2025-04-01,5457
429,3,Fun day,A nice attraction for families and children.,2024-11-09,true,2025-03-09,9343
430,3,Disappointing,I would recommend this place to others.,2024-09-27,true,2025-03-05,11234
431,1,Could be better,The place was clean and the staff were helpful.,2024-08-31,true,2025-03-25,12228
432,3,Disappointing,The visit was fun and memorable.,2025-02-25,true,2025-03-24,14918
433,5,Fun day,I had a good experience overall.,2024-02-09,true,2025-03-05,16503
434,3,Great for families,The attraction was interesting and worth the price.,2024-04-14,false,,1547
435,3,Very good,The place was clean and the staff were helpful.,2024-07-10,true,2025-03-14,13752
436,4,Fun day,I expected more from the experience.,2024-01-02,false,,9805
437,1,Highly recommended,I would recommend this place to others.,2024-04-26,true,2025-03-05,10953
438,3,Amazing,I expected more from the experience.,2024-04-01,true,2025-03-31,11799
439,2,Disappointing,The attraction was interesting and worth the price.,2024-05-14,true,2025-03-23,4623
440,4,Disappointing,I expected more from the experience.,2024-10-27,false,,4439
441,5,Could be better,The attraction was interesting and worth the price.,2025-01-20,false,,8820
442,2,Highly recommended,I would recommend this place to others.,2024-11-15,false,,14343
443,2,Could be better,"Some parts were good, but there is room for improvement.",2024-10-17,false,,10671
444,2,Highly recommended,I had a good experience overall.,2024-01-31,false,,13398
445,2,Amazing,A nice attraction for families and children.,2024-02-07,true,2025-03-30,397
446,3,Could be better,It was too crowded and not as expected.,2024-10-08,false,,15448
447,2,Very good,The visit was fun and memorable.,2024-01-25,true,2025-03-02,7486
448,3,Amazing,I expected more from the experience.,2024-03-18,true,2025-03-03,1422
449,4,Disappointing,It was too crowded and not as expected.,2024-04-12,false,,2320
450,4,Great for families,Everything was well organized and enjoyable.,2024-09-15,false,,10023
451,2,Nice place,I would recommend this place to others.,2024-02-12,false,,6944
452,4,Very good,I expected more from the experience.,2024-02-14,true,2025-03-09,7956
453,2,Amazing,I expected more from the experience.,2024-10-09,false,,12459
454,1,Nice place,"Some parts were good, but there is room for improvement.",2024-09-01,true,2025-03-03,16289
455,4,Great for families,A nice attraction for families and children.,2024-01-10,false,,2052
456,2,Worth it,I had a good experience overall.,2025-01-30,false,,8484
457,3,Disappointing,I expected more from the experience.,2024-02-14,true,2025-03-11,6020
458,1,Very good,I expected more from the experience.,2024-05-17,true,2025-03-29,395
459,3,Great for families,I expected more from the experience.,2024-11-09,false,,305
460,3,Great for families,The visit was fun and memorable.,2024-11-22,true,2025-03-15,7346
461,4,Great for families,The visit was fun and memorable.,2025-01-27,false,,15834
462,1,Not bad,I would recommend this place to others.,2024-06-16,false,,14329
463,1,Not bad,I had a good experience overall.,2024-02-19,true,2025-03-08,2950
464,1,Not bad,I had a good experience overall.,2024-09-05,true,2025-03-22,9250
465,4,Very good,I had a good experience overall.,2024-03-09,false,,4196
466,2,Great for families,A nice attraction for families and children.,2024-07-24,false,,17287
467,5,Could be better,I would recommend this place to others.,2024-02-13,false,,16518
468,2,Highly recommended,Everything was well organized and enjoyable.,2024-11-14,false,,4771
469,1,Could be better,"Some parts were good, but there is room for improvement.",2024-01-03,false,,17209
470,2,Highly recommended,It was too crowded and not as expected.,2024-08-12,false,,13643
471,4,Disappointing,I would recommend this place to others.,2024-12-17,false,,13609
472,1,Nice place,The attraction was interesting and worth the price.,2024-08-15,true,2025-03-22,15324
473,5,Very good,The place was clean and the staff were helpful.,2025-01-15,false,,662
474,2,Could be better,I expected more from the experience.,2024-12-18,false,,7017
475,4,Fun day,Everything was well organized and enjoyable.,2024-02-24,false,,3447
476,4,Fun day,The visit was fun and memorable.,2024-05-01,true,2025-03-23,13721
477,4,Great for families,The visit was fun and memorable.,2024-09-28,false,,19292
478,4,Not bad,I expected more from the experience.,2024-07-24,false,,11173
479,1,Great for families,The attraction was interesting and worth the price.,2025-01-16,true,2025-03-07,13891
480,3,Highly recommended,I expected more from the experience.,2025-02-18,false,,1754
481,5,Amazing,"Some parts were good, but there is room for improvement.",2024-02-14,false,,9183
482,1,Amazing,I had a good experience overall.,2024-08-24,false,,9109
483,5,Highly recommended,"Some parts were good, but there is room for improvement.",2024-03-19,false,,12426
484,1,Great for families,A nice attraction for families and children.,2024-07-03,true,2025-03-04,14944
485,5,Could be better,I expected more from the experience.,2024-06-11,true,2025-03-23,14534
486,4,Very good,I had a good experience overall.,2025-01-05,false,,14201
487,1,Could be better,Everything was well organized and enjoyable.,2024-04-24,false,,97
488,4,Disappointing,The attraction was interesting and worth the price.,2024-04-02,true,2025-03-09,6984
489,3,Very good,The attraction was interesting and worth the price.,2024-01-15,false,,2231
490,3,Highly recommended,I would recommend this place to others.,2024-07-17,true,2025-03-11,5829
491,5,Great for families,The attraction was interesting and worth the price.,2024-08-05,true,2025-03-10,19300
492,2,Could be better,"Some parts were good, but there is room for improvement.",2024-02-11,false,,2241
493,3,Highly recommended,I would recommend this place to others.,2025-01-17,true,2025-03-30,10372
494,2,Not bad,The place was clean and the staff were helpful.,2024-11-01,false,,17072
495,3,Nice place,The visit was fun and memorable.,2024-02-27,true,2025-03-30,12545
496,1,Worth it,It was too crowded and not as expected.,2024-04-08,true,2025-03-13,15472
497,1,Worth it,A nice attraction for families and children.,2024-05-04,true,2025-03-21,17273
498,4,Very good,The visit was fun and memorable.,2024-01-12,false,,569
499,3,Could be better,I expected more from the experience.,2024-09-25,false,,15708
500,5,Amazing,Everything was well organized and enjoyable.,2024-04-16,false,,5308
501,5,Very good,A nice attraction for families and children.,2024-09-15,true,2025-03-28,1882
502,4,Disappointing,A nice attraction for families and children.,2024-05-22,false,,5936
503,3,Very good,I expected more from the experience.,2024-10-15,false,,5565
504,3,Not bad,Everything was well organized and enjoyable.,2024-06-14,false,,15272
